car_age,km_driven,km_per_year,purchase_price,idv,is_luxury,is_premium,segment_multiplier,depreciation_factor,is_high_mileage,is_old_car,damage_count,total_area_frac,max_area_frac,avg_area_frac,avg_confidence,min_confidence,max_severity_score,avg_severity_score,count_dent,count_scratch,count_crack,count_glass_shatter,count_tire_flat,count_lamp_broken,has_glass_shatter,has_crack,has_lamp_broken,damage_value_ratio,claim_amount
5,69966,13993.2,438409,219204,0,0,1.0,0.5,0,0,5,0.13352783203125002,0.0595703125,0.026705566406250002,0.8132962432128499,0.574251475096978,2,1.2,1,0,2,0,1,1,0,1,1,0.5853980331298829,85855
6,54627,9104.5,448390,179356,0,0,1.0,0.4,0,1,2,0.149736328125,0.142939453125,0.0748681640625,0.6719940230737841,0.5245447588159198,2,1.5,0,1,0,0,1,0,0,0,0,0.6714027216796875,18678
1,11990,11990.0,925332,786532,0,0,1.3,0.85,0,0,5,0.14985107421875,0.05388671875,0.02997021484375,0.7759097930583374,0.5316495900921487,2,1.2,1,0,1,1,0,2,1,1,1,1.3866199420898437,93883
2,28278,14139.0,646777,517422,0,0,1.0,0.8,0,0,4,0.14466552734375002,0.1028125,0.036166381835937504,0.810662167719914,0.6247740671867302,2,1.25,1,1,1,0,0,1,0,1,1,0.935663357788086,44512
6,75610,12601.666666666666,1357592,543037,0,0,1.5,0.4,0,1,4,0.11434082031250001,0.046142578125,0.028585205078125002,0.7384993273830762,0.5528876912293658,1,1.0,0,1,0,1,1,1,1,0,1,1.5522818292968752,93841
3,24660,8220.0,2962152,2073506,0,1,2.0,0.7,0,0,3,0.24255859375,0.1158984375,0.08085286458333334,0.8350588577888084,0.7775304901737782,2,2.0,0,0,0,3,0,0,1,0,0,7.1849542359375,243751
8,94459,11807.375,6969373,2787749,1,1,3.5,0.4,1,1,1,0.06083984375,0.06083984375,0.06083984375,0.817482202209924,0.817482202209924,2,2.0,0,0,0,0,0,1,0,0,1,4.240155643554687,68012
2,33675,16837.5,424229,339383,0,0,1.0,0.8,0,0,3,0.13343750000000001,0.066708984375,0.044479166666666674,0.6818264850075636,0.6228553343017902,2,1.6666666666666667,0,0,0,3,0,0,1,0,0,0.566080571875,82583
1,17181,17181.0,639317,543419,0,0,1.0,0.85,0,0,5,0.313740234375,0.09814453125,0.06274804687499999,0.7709948183819899,0.650336335971448,2,1.8,0,1,1,0,1,2,0,1,1,2.0057946541992187,78806
2,31872,15936.0,472547,378038,0,0,1.0,0.8,0,0,3,0.2869189453125,0.1461328125,0.0956396484375,0.6183237444761374,0.5227711592844768,2,1.6666666666666667,2,0,0,1,0,0,1,0,0,1.3558268685058594,60529
4,47963,11990.75,4850012,2910007,1,1,3.5,0.6,0,0,1,0.05205078125,0.05205078125,0.05205078125,0.834370601692771,0.834370601692771,2,2.0,0,0,1,0,0,0,0,1,0,2.52446913671875,79254
0,0,0.0,7480553,7106525,1,1,3.5,0.95,0,0,3,0.24178466796875,0.115048828125,0.08059488932291667,0.7807145882722178,0.6422734675420733,2,1.6666666666666667,2,0,1,0,0,0,0,1,0,18.086830233276366,144033
10,114606,11460.6,3436925,1374770,1,1,3.5,0.4,1,1,1,0.0253076171875,0.0253076171875,0.0253076171875,0.5389213246441603,0.5389213246441603,1,1.0,0,0,0,0,0,1,0,0,1,0.8698038220214844,57012
4,41011,10252.75,766176,459706,0,0,1.3,0.6,0,0,1,0.0196142578125,0.0196142578125,0.0196142578125,0.6404345373842277,0.6404345373842277,1,1.0,0,0,0,0,0,1,0,0,1,0.15027973593750002,11553
5,66358,13271.6,563555,281778,0,0,1.0,0.5,0,0,3,0.170576171875,0.12195068359375,0.05685872395833333,0.856396874501395,0.7982859947874306,2,1.3333333333333333,1,0,0,0,1,1,0,0,1,0.9612905454101562,41496
8,74727,9340.875,620231,248092,0,0,1.0,0.4,0,1,2,0.20131591796874998,0.1107080078125,0.10065795898437499,0.8761443476905157,0.8524350625418562,2,2.0,0,0,0,1,1,0,1,0,0,1.2486237311767576,65615
9,73526,8169.555555555556,1237960,495184,0,0,1.5,0.4,0,1,2,0.07874999999999999,0.0628125,0.03937499999999999,0.8538885830328337,0.7878293329988115,2,1.5,0,0,0,2,0,0,1,0,0,0.9748934999999997,115442
5,104450,20890.0,5317508,2658754,1,1,3.5,0.5,1,0,1,0.068427734375,0.068427734375,0.068427734375,0.7110212185951441,0.7110212185951441,2,2.0,0,0,0,0,0,1,0,0,1,3.638650249609374,72029
1,10962,10962.0,1536161,1305737,0,1,2.0,0.85,0,0,1,0.139248046875,0.139248046875,0.139248046875,0.7933311251062125,0.7933311251062125,2,2.0,0,0,0,0,0,1,0,0,1,2.139074189355469,26765
7,76964,10994.857142857143,1268900,507560,0,0,1.5,0.4,0,1,1,0.1543212890625,0.1543212890625,0.1543212890625,0.6105146179222132,0.6105146179222132,3,3.0,0,0,0,0,0,1,0,0,1,1.9581828369140626,38835
7,122911,17558.714285714286,2079861,831944,0,1,2.0,0.4,1,1,5,0.20891845703125,0.1160400390625,0.041783691406250004,0.8315191048287586,0.6592358377346179,2,1.2,1,2,0,0,0,2,0,0,1,4.345213509594727,193503
2,43723,21861.5,428106,342485,0,0,1.0,0.8,0,0,1,0.05767822265625,0.05767822265625,0.05767822265625,0.575672234239387,0.575672234239387,2,2.0,0,1,0,0,0,0,0,0,0,0.24692393188476564,6340
9,119434,13270.444444444445,2123594,849438,0,1,2.0,0.4,1,1,3,0.14533203125,0.107275390625,0.04844401041666666,0.7743033131659113,0.5212575896233563,2,1.3333333333333333,0,1,1,0,1,0,0,1,0,3.0862622957031247,83185
1,14831,14831.0,1376086,1169673,0,0,1.5,0.85,0,0,4,0.2147705078125,0.0877294921875,0.053692626953125,0.674905380708516,0.5480298785715081,2,1.5,2,0,0,1,0,1,1,0,1,2.9554268901367187,98925
9,126957,14106.333333333334,420898,168359,0,0,1.0,0.4,1,1,1,0.0693115234375,0.0693115234375,0.0693115234375,0.9720982180306332,0.9720982180306332,2,2.0,0,1,0,0,0,0,0,0,0,0.29173081591796873,14619
7,74743,10677.57142857143,942185,376874,0,0,1.5,0.4,0,1,3,0.0827197265625,0.0436669921875,0.0275732421875,0.6674382626178726,0.6052998991948692,1,1.0,0,0,2,1,0,0,1,1,0,0.7793728557128906,103217
10,178234,17823.4,1021552,408621,0,0,1.5,0.4,1,1,4,0.19461425781249997,0.120849609375,0.04865356445312499,0.8509900895526149,0.7636665144565425,2,1.25,1,1,0,2,0,0,1,0,0,1.9880858429687496,201409
4,60524,15131.0,689538,413723,0,0,1.0,0.6,0,0,5,0.26715576171875,0.15123046875,0.053431152343749996,0.739092318279926,0.634553525855315,3,1.6,0,0,0,3,1,1,1,0,1,1.8421404962402343,144742
10,195333,19533.3,7864749,3145900,1,1,3.5,0.4,1,1,2,0.127109375,0.08439453125,0.0635546875,0.8203244063909432,0.6822082525957136,2,1.5,0,0,0,2,0,0,1,0,0,9.99683329921875,394678
7,92905,13272.142857142857,566816,226726,0,0,1.0,0.4,1,1,3,0.07969970703125,0.05199462890625,0.026566569010416666,0.9072992411175914,0.7671970107995538,2,1.3333333333333333,1,0,0,0,1,1,0,0,1,0.45175069140624996,60454
8,89172,11146.5,646148,258459,0,0,1.0,0.4,1,1,3,0.22457275390625,0.0854296875,0.07485758463541667,0.636405463909936,0.5368725769237127,2,2.0,0,0,1,0,1,1,0,1,1,1.4510723579101563,74485
4,64119,16029.75,452694,271616,0,0,1.0,0.6,0,0,1,0.0332763671875,0.0332763671875,0.0332763671875,0.6578828547036482,0.6578828547036482,1,1.0,1,0,0,0,0,0,0,0,0,0.15064011767578125,9193
2,43973,21986.5,789120,631296,0,0,1.3,0.8,0,0,3,0.21908203125,0.11771484375,0.07302734375,0.7439166914719565,0.6393693495243649,2,1.6666666666666667,0,1,1,0,0,1,0,1,1,1.7288201250000002,51512
2,21224,10612.0,2947692,2358154,0,1,2.0,0.8,0,0,2,0.11547119140625,0.08474853515625,0.057735595703125,0.614442745006823,0.5701270356885096,2,1.5,0,0,0,1,0,1,1,0,1,3.403735071386719,82182
8,118306,14788.25,660428,264171,0,0,1.0,0.4,1,1,1,0.03251953125,0.03251953125,0.03251953125,0.6229321332962096,0.6229321332962096,1,1.0,0,0,1,0,0,0,0,1,0,0.21476808984374998,20419
8,71632,8954.0,561969,224788,0,0,1.0,0.4,0,1,3,0.16978271484375002,0.07833251953125,0.05659423828125001,0.8263263515791565,0.5821151049409883,2,1.6666666666666667,1,1,0,0,1,0,0,0,0,0.9541262247802734,39703
4,28971,7242.75,1020764,612458,0,0,1.5,0.6,0,0,5,0.39912109375,0.12796875,0.07982421875,0.7291688533213776,0.5265417678974236,2,1.8,1,0,0,1,0,3,1,0,1,4.07408444140625,155581
3,37108,12369.333333333334,419509,293656,0,0,1.0,0.7,0,0,1,0.1691015625,0.1691015625,0.1691015625,0.5837621028919782,0.5837621028919782,3,3.0,0,0,0,0,1,0,0,0,0,0.709396273828125,14641
1,17128,17128.0,2873470,2442450,0,1,2.0,0.85,0,0,5,0.29484863281249996,0.14894775390625,0.05896972656249999,0.6724255537253705,0.535376654821872,2,1.4,1,1,2,1,0,0,1,1,0,8.472387009277343,162937
8,84811,10601.375,4811531,1924612,1,1,3.5,0.4,1,1,1,0.03830078125,0.03830078125,0.03830078125,0.5213327091956077,0.5213327091956077,1,1.0,0,0,0,0,1,0,0,0,0,1.8428539630859375,27289
0,0,0.0,469102,445647,0,0,1.0,0.95,0,0,1,0.029326171875,0.029326171875,0.029326171875,0.544627538394753,0.544627538394753,1,1.0,0,0,1,0,0,0,0,1,0,0.1375696587890625,10352
5,77202,15440.4,1438169,719084,0,0,1.5,0.5,0,0,5,0.34661865234375,0.14556884765625,0.06932373046875,0.803115753819007,0.6713925552807732,2,1.4,2,0,0,2,1,0,1,0,0,4.984962006225586,212579
6,67898,11316.333333333334,2560217,1024087,0,1,2.0,0.4,0,1,1,0.06474609375,0.06474609375,0.06474609375,0.8259308324942136,0.8259308324942136,2,2.0,0,0,0,0,0,1,0,0,1,1.6576404990234375,40422
8,110395,13799.375,2210791,884316,0,1,2.0,0.4,1,1,1,0.062685546875,0.062685546875,0.062685546875,0.6668860784366779,0.6668860784366779,2,2.0,0,0,0,1,0,0,1,0,0,1.3858464286132812,95631
1,16743,16743.0,626427,532463,0,0,1.0,0.85,0,0,2,0.121669921875,0.075625,0.0608349609375,0.9501045190790878,0.9305954649501297,2,1.5,0,0,1,0,1,0,0,1,0,0.7621732415039063,21868
3,52637,17545.666666666668,1227626,859338,0,0,1.5,0.7,0,0,1,0.039609375,0.039609375,0.039609375,0.6253950884805558,0.6253950884805558,1,1.0,0,0,0,1,0,0,1,0,0,0.48625498593750005,35486
10,122543,12254.3,2676430,1070572,0,1,2.0,0.4,1,1,5,0.32949462890625,0.11935546875,0.06589892578124999,0.6437006112854273,0.5228697210197196,2,1.6,1,1,1,0,0,2,0,1,1,8.818693096435545,284559
6,72196,12032.666666666666,3417438,1366975,1,1,3.5,0.4,0,1,2,0.24349853515625,0.18979736328125,0.121749267578125,0.7249100877224823,0.7220594076970085,3,2.5,0,0,1,0,1,0,0,1,0,8.321411469873047,152355
1,9996,9996.0,2756875,2343344,0,1,2.0,0.85,0,0,1,0.00454833984375,0.00454833984375,0.00454833984375,0.8791556210077864,0.8791556210077864,1,1.0,0,1,0,0,0,0,0,0,0,0.1253920440673828,8061
5,58859,11771.8,899338,449669,0,0,1.3,0.5,0,0,4,0.20407470703125,0.09556640625,0.0510186767578125,0.6974557538506595,0.5538754833983142,2,1.5,2,0,1,1,0,0,1,1,0,1.835321388720703,152682
8,92187,11523.375,628962,251585,0,0,1.0,0.4,1,1,2,0.09122558593749999,0.0554150390625,0.045612792968749996,0.7960978728837105,0.7060103475238865,2,1.5,1,0,1,0,0,0,0,1,0,0.5737742698242188,50032
7,61392,8770.285714285714,1268154,507262,0,0,1.5,0.4,0,1,1,0.0092041015625,0.0092041015625,0.0092041015625,0.6015445405477846,0.6015445405477846,1,1.0,0,1,0,0,0,0,0,0,0,0.11672218212890625,9956
7,119158,17022.571428571428,2682238,1072895,0,1,2.0,0.4,1,1,4,0.23827880859375,0.11125,0.0595697021484375,0.6136902633425111,0.5376754054184133,2,1.5,0,0,0,2,1,1,1,0,1,6.391204750048828,303686
3,54235,18078.333333333332,665849,466094,0,0,1.0,0.7,0,0,4,0.260224609375,0.1453515625,0.06505615234375,0.815140429222009,0.731374840715926,2,1.5,2,0,1,0,1,0,0,1,0,1.732702959277344,64817
9,122055,13561.666666666666,1290963,516385,0,0,1.5,0.4,1,1,2,0.084736328125,0.06002197265625,0.0423681640625,0.5545147942870087,0.544611793241923,2,1.5,0,0,1,0,1,0,0,1,0,1.0939146436523437,70353
3,57808,19269.333333333332,4261422,2982995,1,1,3.5,0.7,0,0,5,0.30659912109375,0.0973046875,0.06131982421875,0.8303445544084538,0.665167052930024,2,1.6,1,1,2,0,1,0,0,1,0,13.065482398095702,350424
3,29104,9701.333333333334,740456,518319,0,0,1.3,0.7,0,0,2,0.10273437499999999,0.061953125,0.051367187499999994,0.8161944785340453,0.6970583392865866,2,1.5,0,0,0,0,1,1,0,0,1,0.7607028437499999,26221
6,77426,12904.333333333334,932888,373155,0,0,1.3,0.4,0,1,1,0.153125,0.153125,0.153125,0.9448679389246053,0.9448679389246053,3,3.0,0,0,0,1,0,0,1,0,0,1.42848475,83808
4,50723,12680.75,7424653,4454792,1,1,3.5,0.6,0,0,4,0.28568359375,0.136376953125,0.0714208984375,0.8327997901958967,0.5631053777397739,2,1.75,1,1,0,1,1,0,1,0,0,21.211015513867192,290192
3,55730,18576.666666666668,2552785,1786950,0,1,2.0,0.7,0,0,2,0.09425537109375,0.06767578125,0.047127685546875,0.6038921956431922,0.5380024998250106,2,1.5,1,1,0,0,0,0,0,0,0,2.4061369749755857,40389
6,39687,6614.5,2440785,976314,0,1,2.0,0.4,0,1,1,0.089306640625,0.089306640625,0.089306640625,0.7779379953586026,0.7779379953586026,2,2.0,0,1,0,0,0,0,0,0,0,2.1797830883789064,14387
0,0,0.0,1027767,976379,0,0,1.5,0.95,0,0,3,0.22724609375,0.12345703125,0.07574869791666666,0.6366190904737272,0.5207352378886976,2,1.6666666666666667,2,0,0,1,0,0,1,0,0,2.3355603603515624,67471
10,169883,16988.3,970966,388386,0,0,1.5,0.4,1,1,5,0.16599121093750002,0.05827880859375,0.033198242187500004,0.6914416682589092,0.529557123955438,2,1.2,1,1,1,0,1,1,0,1,1,1.6117182211914065,182236
3,30718,10239.333333333334,1577560,1104292,0,1,2.0,0.7,0,0,4,0.44654541015624993,0.190615234375,0.11163635253906248,0.8402199941053733,0.5372117626223469,3,2.0,1,0,2,1,0,0,1,1,0,7.044521772460937,208065
9,127768,14196.444444444445,2270382,908153,0,1,2.0,0.4,1,1,1,0.0434765625,0.0434765625,0.0434765625,0.55709569284607,0.55709569284607,1,1.0,0,0,0,1,0,0,1,0,0,0.98708404921875,57156
3,60621,20207.0,1210000,847000,0,0,1.5,0.7,0,0,1,0.08642578125,0.08642578125,0.08642578125,0.6852270823728364,0.6852270823728364,2,2.0,0,0,0,1,0,0,1,0,0,1.045751953125,50085
6,80718,13453.0,439343,175737,0,0,1.0,0.4,1,1,4,0.17488525390625,0.059814453125,0.0437213134765625,0.7019723181500757,0.5515996806391912,2,1.5,0,1,1,1,0,1,1,1,1,0.768346121069336,103332
10,96151,9615.1,1161736,464694,0,0,1.5,0.4,1,1,2,0.1733544921875,0.09263671875,0.08667724609375,0.9688282902224676,0.9493649777321977,2,2.0,0,1,0,1,0,0,1,0,0,2.013921543359375,115892
9,178690,19854.444444444445,1862086,744834,0,1,2.0,0.4,1,1,4,0.25228515625000003,0.1315234375,0.06307128906250001,0.7115455080446723,0.5323534925998848,2,1.5,0,1,1,1,1,0,1,1,0,4.697766574609376,268182
1,18876,18876.0,3723227,3164743,1,1,3.5,0.85,0,0,3,0.19362060546874998,0.1358984375,0.06454020182291666,0.822538038333307,0.7130737067126285,2,1.6666666666666667,0,1,1,0,1,0,0,1,0,7.208934660375976,106061
8,104442,13055.25,3464836,1385934,1,1,3.5,0.4,1,1,1,0.11480712890625,0.11480712890625,0.11480712890625,0.9593267832203664,0.9593267832203664,2,2.0,0,0,1,0,0,0,0,1,0,3.977878732910156,96545
1,13850,13850.0,5302262,4506923,1,1,3.5,0.85,0,0,1,0.01541259765625,0.01541259765625,0.01541259765625,0.5992588738214222,0.5992588738214222,1,1.0,0,0,0,0,0,1,0,0,1,0.8172163087402344,30308
8,99918,12489.75,5832158,2332863,1,1,3.5,0.4,1,1,4,0.2603662109375,0.1058203125,0.065091552734375,0.7741156569315519,0.5413670475469308,2,1.75,1,2,0,0,0,1,0,0,1,15.184968800488281,216682
4,41017,10254.25,2371621,1422973,0,1,2.0,0.6,0,0,1,0.025615234375,0.025615234375,0.025615234375,0.6700787045439622,0.6700787045439622,1,1.0,0,0,0,0,0,1,0,0,1,0.6074962776367188,20042
2,17221,8610.5,567308,453846,0,0,1.0,0.8,0,0,1,0.04557861328125,0.04557861328125,0.04557861328125,0.5437844871461365,0.5437844871461365,1,1.0,1,0,0,0,0,0,0,0,0,0.25857111943359373,7723
2,21197,10598.5,1227905,982324,0,0,1.5,0.8,0,0,2,0.0570947265625,0.0356103515625,0.02854736328125,0.8340319818606852,0.7348984018291735,1,1.0,0,0,0,1,1,0,1,0,0,0.7010690021972656,41720
5,46782,9356.4,2099257,1049628,0,1,2.0,0.5,0,0,4,0.16217041015625,0.09753662109375,0.0405426025390625,0.8038092213127266,0.6919154906944385,2,1.25,1,1,0,1,0,1,1,0,1,3.404373687133789,123870
5,31617,6323.4,6367078,3183539,1,1,3.5,0.5,0,0,3,0.2590478515625,0.10283203125,0.08634928385416667,0.7999750673556444,0.6780955225112888,2,2.0,0,0,1,1,1,0,1,1,0,16.49377876630859,269205
3,37846,12615.333333333334,593125,415188,0,0,1.0,0.7,0,0,3,0.3050634765625,0.15046875,0.10168782552083333,0.7873294624053021,0.5441369276065822,3,2.3333333333333335,0,0,0,0,0,3,0,0,1,1.8094077453613282,63603
2,27046,13523.0,457616,366093,0,0,1.0,0.8,0,0,1,0.15484130859375,0.15484130859375,0.15484130859375,0.6158290908700033,0.6158290908700033,3,3.0,0,0,0,0,0,1,0,0,1,0.708578602734375,21603
2,34614,17307.0,971939,777551,0,0,1.3,0.8,0,0,2,0.235634765625,0.139013671875,0.1178173828125,0.676989303034918,0.667463721406774,2,2.0,0,0,0,1,1,0,1,0,0,2.2902261846679686,57641
2,20883,10441.5,7061597,5649278,1,1,3.5,0.8,0,0,1,0.119970703125,0.119970703125,0.119970703125,0.8824519064711924,0.8824519064711924,2,2.0,0,0,1,0,0,0,0,1,0,8.471847572753905,65140
1,15679,15679.0,1201769,1021504,0,0,1.5,0.85,0,0,5,0.22972900390625,0.0906884765625,0.045945800781250004,0.8729706683049485,0.7451672536177472,2,1.4,1,0,2,0,1,1,0,1,1,2.7608119529541018,102034
6,43249,7208.166666666667,1710857,684343,0,1,2.0,0.4,0,1,2,0.09021972656249999,0.0488818359375,0.045109863281249996,0.662495405160404,0.6137443080937728,1,1.0,0,1,0,0,0,1,0,0,1,1.5435305072753907,39369
5,53729,10745.8,521750,260875,0,0,1.0,0.5,0,0,1,0.0794873046875,0.0794873046875,0.0794873046875,0.9589436269717542,0.9589436269717542,2,2.0,0,1,0,0,0,0,0,0,0,0.41472501220703123,9484
0,0,0.0,939286,892322,0,0,1.5,0.95,0,0,5,0.374853515625,0.19125,0.07497070312500001,0.7686946765705669,0.5963723033936772,3,1.6,1,2,2,0,0,0,0,1,0,3.520946592773438,93439
10,141474,14147.4,496878,198751,0,0,1.0,0.4,1,1,1,0.039609375,0.039609375,0.039609375,0.7002799636177345,0.7002799636177345,1,1.0,0,0,1,0,0,0,0,1,0,0.1968102703125,24151
6,52513,8752.166666666666,537129,214852,0,0,1.0,0.4,0,1,1,0.0349609375,0.0349609375,0.0349609375,0.5950669078569547,0.5950669078569547,1,1.0,0,0,1,0,0,0,0,1,0,0.187785333984375,17069
2,20109,10054.5,1131577,905262,0,0,1.5,0.8,0,0,2,0.21686767578125002,0.18797607421875,0.10843383789062501,0.8018186625022474,0.6956036757338601,3,2.0,0,0,0,0,1,1,0,0,1,2.4540247395751953,37385
9,65260,7251.111111111111,981896,392758,0,0,1.5,0.4,0,1,2,0.09098632812499999,0.04748046875,0.045493164062499994,0.6713393729321755,0.6150136861143245,1,1.0,0,0,0,0,2,0,0,0,0,0.8933911164062499,27969
1,14422,14422.0,637729,542070,0,0,1.0,0.85,0,0,1,0.00915771484375,0.00915771484375,0.00915771484375,0.8362008247468636,0.8362008247468636,1,1.0,0,0,0,1,0,0,1,0,0,0.058401403295898435,14977
1,13547,13547.0,1003201,852721,0,0,1.3,0.85,0,0,1,0.017841796875,0.017841796875,0.017841796875,0.9592539154759248,0.9592539154759248,1,1.0,1,0,0,0,0,0,0,0,0,0.17898908466796876,8378
6,82593,13765.5,1101514,440606,0,0,1.3,0.4,1,1,4,0.11968017578125001,0.0601806640625,0.029920043945312502,0.8714381134573166,0.6038826056319325,2,1.25,1,0,0,1,0,2,1,0,1,1.3182938914550784,124910
5,49900,9980.0,6557843,3278922,1,1,3.5,0.5,0,0,2,0.0176953125,0.0144140625,0.00884765625,0.6628144466861963,0.6085858120812689,1,1.0,0,0,1,0,0,1,0,1,1,1.1604308121093752,79983
4,29798,7449.5,3281658,1968995,1,1,3.5,0.6,0,0,1,0.0064453125,0.0064453125,0.0064453125,0.630139460889154,0.630139460889154,1,1.0,0,0,0,1,0,0,1,0,0,0.21151311328124997,67652
5,55804,11160.8,5675158,2837579,1,1,3.5,0.5,0,0,4,0.19147460937500002,0.102880859375,0.047868652343750005,0.7803454959960439,0.6698051949386667,2,1.25,0,0,0,0,2,2,0,0,1,10.866486611914064,220262
8,125601,15700.125,2005346,802138,0,1,2.0,0.4,1,1,1,0.16553466796875,0.16553466796875,0.16553466796875,0.9499283516934756,0.9499283516934756,3,3.0,0,0,0,1,0,0,1,0,0,3.319542842724609,141249
6,111420,18570.0,873152,349261,0,0,1.3,0.4,1,1,1,0.02080078125,0.02080078125,0.02080078125,0.9098209540510651,0.9098209540510651,1,1.0,0,0,0,0,0,1,0,0,1,0.1816224375,16347
2,27908,13954.0,7687977,6150382,1,1,3.5,0.8,0,0,2,0.1050439453125,0.0773095703125,0.05252197265625,0.7332470035721876,0.6195496528630338,2,1.5,1,1,0,0,0,0,0,0,0,8.075754355517578,59949
5,61449,12289.8,2477798,1238899,0,1,2.0,0.5,0,0,2,0.09739501953125,0.07314453125,0.048697509765625,0.8443786229633383,0.7390219114448567,2,1.5,0,0,1,1,0,0,1,1,0,2.413251846044922,109659
2,36804,18402.0,708503,566802,0,0,1.3,0.8,0,0,2,0.19688720703125,0.0995361328125,0.098443603515625,0.7199379409792461,0.6122101378816119,2,2.0,0,1,0,0,1,0,0,0,0,1.3949517684326171,24028
2,22074,11037.0,2466428,1973142,0,1,2.0,0.8,0,0,3,0.053393554687500004,0.0224609375,0.0177978515625,0.6187413212158429,0.5358971658674045,1,1.0,1,0,0,1,1,0,1,0,0,1.3169135830078125,67266
3,52311,17437.0,6825286,4777700,1,1,3.5,0.7,0,0,1,0.113671875,0.113671875,0.113671875,0.7792724736282908,0.7792724736282908,2,2.0,0,0,0,0,1,0,0,0,0,7.758430570312501,34976
